piece,voices_p6_up,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_final_tone,stop_measure,cadence_kind,cadence_kind_before,cadence_kind_after,cadence_final_tone_before,cadence_final_tone_after,phrase_length
Pourquoy fais-tu à aultre chere,None,None,22,None,C,22,CadInCad,CadInCad,Authentic,C,G,1
Pourquoy fais-tu à aultre chere,None,None,19,None,C,19,CadInCad,Plagal,CadInCad,C,C,1
Pourquoy fais-tu à aultre chere,None,None,15,None,C,16,Plagal,Authentic,CadInCad,A,C,2
Pourquoy fais-tu à aultre chere,None,None,13,None,A,14,Authentic,Authentic,Plagal,G,C,2
Pourquoy fais-tu à aultre chere,None,None,9,None,G,9,Authentic,CadInCad,Authentic,C,A,1
Pourquoy fais-tu à aultre chere,None,None,4,None,C,5,CadInCad,None,Authentic,None,G,2
En amour y a du plaisir,None,None,23,None,F,25,Authentic,NoCadence,None,None,None,3
En amour y a du plaisir,None,None,5,None,None,6,NoCadence,NoCadence+NoCadence,NoCadence,None+None,None,2
Pour avoir fille en mariage,None,None,39,None,F,39,Authentic,NoCadence+NoCadence,Authentic,None+None,F,1
Il n'est que d'estre sur l'herbette,None,None,30,None,F,31,Authentic,NoCadence,None,None,None,2
Il n'est que d'estre sur l'herbette,None,None,23,None,G,24,Authentic,NoCadence,NoCadence,None,None,2
Il n'est que d'estre sur l'herbette,None,None,17,None,None,18,NoCadence,Authentic,NoCadence,F,None,2
J'ay baisé m'amye à mon aise,None,None,17,None,C,18,Authentic,Phrygian,None,A,None,2
J'ay baisé m'amye à mon aise,None,None,13,None,A,14,Phrygian,Authentic,Authentic,F,C,2
J'ay baisé m'amye à mon aise,None,None,9,None,F,10,Authentic,Authentic,Phrygian,C,A,2
J'ay baisé m'amye à mon aise,None,None,4,None,C,5,Authentic,None,Authentic,None,F,2
O qui aura sur mon heur advantage,None,None,37,None,C,40,CadInCad,Authentic,None,C,None,4
O qui aura sur mon heur advantage,None,None,33,None,C,33,Authentic,Authentic,CadInCad,G,C,1
O qui aura sur mon heur advantage,None,None,28,None,G,29,Authentic,CAD NDLT,Authentic,G,C,2
O qui aura sur mon heur advantage,None,None,25,None,G,26,CAD NDLT,Authentic,Authentic,C,G,2
O qui aura sur mon heur advantage,None,None,11,None,C,11,Authentic,CadInCad,CAD NDLT,C,G,1
O qui aura sur mon heur advantage,None,None,4,None,C,5,CadInCad,None,Authentic,None,C,2
Si le pouvoir de Diane a esté,None,None,25,None,F,27,Authentic,Phrygian+Authentic,None,E+C,None,3
Si le pouvoir de Diane a esté,None,None,21,None,C,22,Authentic,Phrygian,Authentic+Authentic,A,F+F,2
Si le pouvoir de Diane a esté,None,None,4,None,G,5,Authentic,Authentic,Authentic,G,F,2
Si me voyez face triste et dolente,None,None,27,None,G,29,Authentic,Phrygian,Authentic+Authentic,A,D+G,3
Si me voyez face triste et dolente,None,None,21,None,A,22,Authentic,None,Phrygian,None,A,2
Si me voyez face triste et dolente,None,None,17,None,G,18,CAD NDLT,Authentic+NoCadence+Authentic,Authentic,C+None+G,G,2
Si me voyez face triste et dolente,None,None,13,None,C,14,Authentic,Authentic,CAD NDLT+Authentic+Authentic+Authentic,G,G+G+B-flat+G,2
Si me voyez face triste et dolente,None,None,8,None,G,9,Authentic,Plagal,Authentic+NoCadence+Authentic,B-flat,C+None+G,2
Si me voyez face triste et dolente,None,None,3,None,None,4,NoCadence,None,Plagal,None,B-flat,2
Si j'ay grand desir de la veoir,None,None,26,None,G,28,Authentic,NoCadence+NoCadence,None,None+None,None,3
Si j'ay grand desir de la veoir,None,None,20,None,None,22,NoCadence,Authentic,Authentic+Authentic,C,G+G,3
Si j'ay grand desir de la veoir,None,None,17,None,C,18,Authentic,NoCadence,NoCadence+NoCadence,None,None+None,2
Si j'ay grand desir de la veoir,None,None,13,None,D,13,Plagal,Authentic+Authentic,NoCadence,G+G,None,1
Si j'ay grand desir de la veoir,None,None,8,None,G,9,Authentic,NoCadence+NoCadence,Plagal+NoCadence,None+None,D+None,2
Si j'ay grand desir de la veoir,None,None,2,None,None,4,NoCadence,None,Authentic+Authentic,None,G+G,3
Le temps vouldroit de soy trop presumer,None,None,39,None,G,40,Authentic,Plagal,None,D,None,2
Le temps vouldroit de soy trop presumer,None,None,33,None,D,34,Plagal,Authentic+Authentic,Authentic,A+A,G,2
Le temps vouldroit de soy trop presumer,S,None,28,T,A,30,Authentic,Authentic+Authentic,Plagal,D+D,D,3
Le temps vouldroit de soy trop presumer,None,None,24,None,D,25,Authentic,Authentic,Authentic+Authentic,D,A+A,2
Le temps vouldroit de soy trop presumer,None,None,12,None,D,14,CadInCad,Authentic+Authentic,Authentic,G+G,G,3
Le temps vouldroit de soy trop presumer,S,None,8,T,G,9,Authentic,Authentic,CadInCad+Authentic,D,D+D,2
Le temps vouldroit de soy trop presumer,None,None,3,None,D,4,Authentic,None,Authentic+Authentic,None,G+G,2
Dieu doinct le bon jour à m'amye,None,None,25,None,F,27,Authentic,Authentic,Authentic+Authentic,F,F+F,3
Une safrette safrettant,None,None,33,None,G,34,Authentic,Authentic+Authentic,None,C+C,None,2
Une safrette safrettant,None,None,27,None,C,28,Authentic,NoCadence+Phrygian,Authentic+Authentic,None+E,G+G,2
Une safrette safrettant,None,None,23,None,E,24,Phrygian,NoCadence+NoCadence,Authentic+Authentic,None+None,C+C,2
Une safrette safrettant,None,None,18,None,None,20,NoCadence,Authentic,NoCadence+Phrygian,G,None+E,3
Une safrette safrettant,None,None,7,None,G,9,Authentic,Authentic+Authentic,NoCadence+Authentic,C+C,None+C,3
Une safrette safrettant,None,None,5,None,C,6,Authentic,NoCadence,Authentic+Authentic,None,G+None,2
Une safrette safrettant,None,None,3,None,None,3,NoCadence,None,Authentic+Authentic,None,C+C,1
Robin vouloit sa femme battre,None,None,27,None,G,28,Authentic,Plagal,None,G,None,2
Robin vouloit sa femme battre,None,None,19,None,C,20,Authentic,NoCadence+NoCadence,Plagal,None+None,G,2
Robin vouloit sa femme battre,None,None,18,None,None,19,NoCadence,NoCadence,Authentic+Plagal,None,C+G,2
Robin vouloit sa femme battre,None,None,15,None,E,16,Phrygian,Authentic+Authentic,NoCadence,G+G,None,2
Robin vouloit sa femme battre,None,None,10,None,G,12,Authentic,NoCadence,Phrygian+NoCadence,None,E+None,3
Robin vouloit sa femme battre,None,None,4,None,None,5,NoCadence,None,Authentic+Authentic,None,G+G,2
Mon ami est en grace si parfaict,None,None,15,None,G,16,CAD NDLT,NoCadence+CAD NDLT,Phrygian,None+G,D,2
Mon ami est en grace si parfaict,None,None,10,None,G,11,CAD NDLT,Authentic,NoCadence+CAD NDLT+Authentic,G,None+G+G,2
"N'ayez plus peur, mary jaloux",S,None,20,T,C,21,Authentic,Authentic+Phrygian,Authentic,A+A,F,2
"N'ayez plus peur, mary jaloux",None,None,15,None,A,16,Phrygian,NoCadence,Authentic+Authentic,None,C+C,2
Si me voyez face triste et dolente,None,None,27,None,G,28,Authentic,Phrygian,Authentic+Authentic,A,D+G,2
Si me voyez face triste et dolente,None,None,18,None,G,22,Authentic,Authentic+NoCadence+Authentic+CAD NDLT+Authentic+Authentic,Phrygian,C+None+G+G+G+B-flat,A,5
Si me voyez face triste et dolente,None,None,17,None,G,18,Authentic,Authentic+NoCadence+Authentic,Authentic,C+None+G,G,2
Si me voyez face triste et dolente,None,None,13,None,None,14,NoCadence,Authentic,CAD NDLT+Authentic+Authentic+Authentic,G,G+G+B-flat+G,2
Si me voyez face triste et dolente,None,None,3,None,G,4,Authentic,None,Plagal,None,B-flat,2
Si j'ay grand desir de la veoir,None,None,25,None,G,28,Authentic,NoCadence+NoCadence,None,None+None,None,4
Si j'ay grand desir de la veoir,None,None,21,None,None,22,NoCadence,Authentic,Authentic+Authentic,C,G+G,2
Si j'ay grand desir de la veoir,None,None,14,None,None,14,NoCadence,Authentic+Authentic+Plagal,Authentic,G+G+D,C,1
Si j'ay grand desir de la veoir,None,None,7,None,G,9,Authentic,NoCadence+NoCadence,Plagal+NoCadence,None+None,D+None,3
Si j'ay grand desir de la veoir,None,None,3,None,None,3,NoCadence,None,Authentic+Authentic,None,G+G,1
Le temps vouldroit de soy trop presumer,None,None,29,None,A,30,Authentic,Authentic+Authentic,Plagal,D+D,D,2
Le temps vouldroit de soy trop presumer,None,None,24,None,D,26,Authentic,Authentic,Authentic+Authentic,D,A+A,3
Le temps vouldroit de soy trop presumer,None,None,21,None,D,22,Authentic,Authentic,Authentic+Authentic,G,D+D,2
Le temps vouldroit de soy trop presumer,None,None,17,None,G,19,Authentic,CadInCad+Authentic,Authentic,D+D,D,3
Le temps vouldroit de soy trop presumer,None,None,12,None,D,14,Authentic,Authentic+Authentic,Authentic,G+G,G,3
Le temps vouldroit de soy trop presumer,None,None,8,None,G,9,Authentic,Authentic,CadInCad+Authentic,D,D+D,2
Une safrette safrettant,None,None,32,None,G,34,Authentic,Authentic+Authentic,None,C+C,None,3
Une safrette safrettant,None,None,27,None,C,29,Authentic,NoCadence+Phrygian,Authentic+Authentic,None+E,G+G,3
Une safrette safrettant,None,None,22,None,None,24,NoCadence,NoCadence+NoCadence,Authentic+Authentic,None+None,C+C,3
Une safrette safrettant,None,None,19,None,None,19,NoCadence,Authentic,NoCadence+Phrygian,G,None+E,1
Une safrette safrettant,None,None,14,None,G,16,Authentic,Authentic,NoCadence+NoCadence,C,None+None,3
Une safrette safrettant,None,None,12,None,C,14,Authentic,Authentic+Authentic+NoCadence,Authentic,G+None+None,G,3
Une safrette safrettant,None,None,11,None,None,11,NoCadence,Authentic+Authentic,Authentic,G+None,C,1
Une safrette safrettant,None,None,7,None,None,9,Authentic,Authentic+Authentic,NoCadence+Authentic,C+C,None+C,3
Une safrette safrettant,None,None,4,None,C,6,Authentic,NoCadence,Authentic+Authentic,None,G+None,3
Robin vouloit sa femme battre,None,None,26,None,G,28,Authentic,Plagal,None,G,None,3
Robin vouloit sa femme battre,None,None,20,None,G,21,Plagal,NoCadence+Authentic,Authentic+Authentic,None+C,G+G,2
Robin vouloit sa femme battre,None,None,16,None,None,17,NoCadence,Authentic+Authentic+Phrygian,NoCadence+Authentic,G+G+E,None+C,2
Robin vouloit sa femme battre,None,None,9,None,G,11,Authentic,NoCadence,Phrygian+NoCadence,None,E+None,3
"Veoir, deviser et converser",None,None,22,None,F,25,Authentic,Authentic+CAD NDLT,None,C+C,None,4
"Veoir, deviser et converser",None,None,20,None,C,21,Authentic,Authentic+NoCadence,Authentic+Authentic,F+None,F+F,2
"Veoir, deviser et converser",None,None,16,None,F,17,Authentic,Authentic+Authentic,Authentic+CAD NDLT,G+G,C+C,2
"Veoir, deviser et converser",None,None,11,None,G,13,Authentic,Authentic,Authentic+NoCadence,F,F+None,3
"Veoir, deviser et converser",None,None,7,None,F,8,Authentic,NoCadence,Authentic+Authentic,None,G+G,2
"Veoir, deviser et converser",None,None,5,None,None,5,NoCadence,None,Authentic,None,F,1
Si vous l'avez rendez le moy,None,None,32,None,F,34,Authentic,NoCadence+NoCadence,Authentic,None+None,F,3
Si vous l'avez rendez le moy,None,None,26,None,None,28,NoCadence,Authentic,Authentic,C,F,3
Si vous l'avez rendez le moy,None,None,23,None,C,24,Authentic,NoCadence,Authentic,None,C,2
Si vous l'avez rendez le moy,None,None,21,None,None,22,NoCadence,Authentic,Authentic+Authentic,F,C+C,2
Si vous l'avez rendez le moy,None,None,17,None,F,19,Authentic,Authentic,NoCadence,F,None,3
Si vous l'avez rendez le moy,None,None,14,None,F,15,Authentic,NoCadence,Authentic,None,F,2
Si vous l'avez rendez le moy,None,None,6,None,None,7,NoCadence,NoCadence+NoCadence,Authentic+Authentic,None+None,F+F,2
Si vous l'avez rendez le moy,None,None,3,None,None,5,NoCadence,None,NoCadence,None,None,3
Rossignolet qui chante au verd bois,None,None,55,None,C,56,Plagal,Authentic+CAD NDLT,Plagal,G+G,C,2
Rossignolet qui chante au verd bois,None,None,45,None,G,47,Authentic,Authentic+Authentic,Plagal+Plagal,C+C,C+C,3
Rossignolet qui chante au verd bois,None,None,36,None,C,38,Authentic,NoCadence,Authentic+CAD NDLT,None,G+G,3
Rossignolet qui chante au verd bois,None,None,24,None,G,26,Authentic,Authentic+Authentic,NoCadence,C+C,None,3
Rossignolet qui chante au verd bois,None,None,20,None,C,22,Authentic,NoCadence,Authentic+Authentic,None,G+G,3
Rossignolet qui chante au verd bois,None,None,8,None,C,10,Authentic,Authentic,NoCadence,G,None,3
Rossignolet qui chante au verd bois,None,None,6,None,G,7,Authentic,None,Authentic+Authentic,None,C+C,2
Passant melancolie,None,None,23,None,C,25,Authentic,NoCadence,None,None,None,3
Passant melancolie,None,None,19,None,None,19,NoCadence,Plagal,NoCadence,G,None,1
Passant melancolie,None,None,15,None,G,16,Plagal,NoCadence,NoCadence,None,None,2
Passant melancolie,None,None,13,None,None,13,NoCadence,NoCadence,NoCadence,None,None,1
Passant melancolie,None,None,11,None,None,11,NoCadence,Authentic,NoCadence+NoCadence,F,None+None,1
Passant melancolie,None,None,6,None,F,7,Authentic,NoCadence,NoCadence,None,None,2
Passant melancolie,None,None,4,None,None,4,NoCadence,NoCadence,Authentic,None,F,1
"Veoir, deviser et converser",None,None,23,None,F,25,Authentic,Authentic+CAD NDLT,None,C+C,None,3
"Veoir, deviser et converser",None,None,20,None,C,21,CAD NDLT,Authentic+NoCadence,Authentic+Authentic,F+None,F+F,2
"Veoir, deviser et converser",None,None,16,None,None,17,NoCadence,Authentic+Authentic,Authentic+CAD NDLT,G+G,C+C,2
"Veoir, deviser et converser",None,None,12,None,G,13,Authentic,Authentic,Authentic+NoCadence,F,F+None,2
Si vous l'avez rendez le moy,None,None,41,None,F,42,Authentic,Authentic,None,F,None,2
Si vous l'avez rendez le moy,None,None,27,None,None,28,NoCadence,Authentic,Authentic,C,F,2
